message_id,subject,body,category
<32849084.1075842122473.JavaMail.evans@thyme>,eta amendment letter,john per ypur voice mail this is the lateset version of the eta amendment letter without leslies chnages please confirm that this part of it is opkay with you and your counsel thanks carol st clair eb phone fax,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<25732235.1075857608963.JavaMail.evans@thyme>,dinner invitation april 10 2001 for trading track,i rsvp,Purely Personal
<6041523.1075857687012.JavaMail.evans@thyme>,re eol strategy for hedge fund,i dont know why this is coming up now and why we dont address this at year end in conjunction with the prc process,"Company Business, Strategy, etc."
<14164423.1075857733347.JavaMail.evans@thyme>,re,kyle there in nothing on this message,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<28041615.1075857686710.JavaMail.evans@thyme>,re ferc at enron dec 7,kevin ha dave called you on this or do i need to do something,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<14262826.1075863340576.JavaMail.evans@thyme>,greenberg v belfer et al,the lawfirm representing the plaintiff in this class action lawsuit is sending document request to all officer and director of several enron related company you may be an officer or director of one of these company if you receive any document request or other legal paper please send the document to bob williams at eb please call me at x or bob williams at x if you have any question richard sander ew legal department eb,Document editing/checking(collaboration)
<31228081.1075857575688.JavaMail.evans@thyme>,re follow up request,gary taylor pm john cc follow up request john i know this get nitpicky but were about to close regard gary x,Purely Personal
<25334308.1075857632264.JavaMail.evans@thyme>,re 2,are you prepared to defend your answer eva pao on pm please respond to cc,"Logistic Arrangements (meeting scheduling, technical support, etc)"
<28664931.1075861664019.JavaMail.evans@thyme>,re,my awesome company,"Company Business, Strategy, etc."
<16422755.1075852716235.JavaMail.evans@thyme>,re,ill get the movie and wine my suggestion is something from central market but im easy,Personal but in professional context
